"","trial","choicesA","choicesB","winA","winB","rateA","learningRate","noise","initRateA","cumulativeRateA","cumulativeRateB","cumulativeWinA","cumulativeWinB","agent_id"
"38",38,0,1,0,1,0.648675612241475,0.206159383291379,0,0.5,0.736842105263158,0.815789473684211,0.657894736842105,0.342105263157895,1
"39",39,1,1,1,0,0.721104431356994,0.206159383291379,0,0.5,0.743589743589744,0.82051282051282,0.666666666666667,0.333333333333333,1
"40",40,0,1,0,1,0.778601369791134,0.206159383291379,0,0.5,0.725,0.825,0.65,0.35,1
"41",41,1,1,1,0,0.82424477485655,0.206159383291379,0,0.5,0.731707317073171,0.829268292682927,0.658536585365854,0.341463414634146,1
"42",42,1,1,1,0,0.860478363682361,0.206159383291379,0,0.5,0.738095238095238,0.833333333333333,0.666666666666667,0.333333333333333,1
"43",43,1,1,1,0,0.889242058181409,0.206159383291379,0,0.5,0.744186046511628,0.837209302325581,0.674418604651163,0.325581395348837,1
"44",44,1,1,1,0,0.912075847161352,0.206159383291379,0,0.5,0.75,0.840909090909091,0.681818181818182,0.318181818181818,1
"45",45,1,1,1,0,0.930202236286985,0.206159383291379,0,0.5,0.755555555555556,0.844444444444444,0.688888888888889,0.311111111111111,1
"46",46,1,1,1,0,0.944591700209177,0.206159383291379,0,0.5,0.760869565217391,0.847826086956522,0.695652173913043,0.304347826086957,1
"47",47,0,0,1,0,0.956014641123277,0.206159383291379,0,0.5,0.74468085106383,0.829787234042553,0.702127659574468,0.297872340425532,1
"48",48,1,1,1,0,0.758923252291774,0.206159383291379,0,0.5,0.75,0.833333333333333,0.708333333333333,0.291666666666667,1
"49",49,1,1,1,0,0.808623485925193,0.206159383291379,0,0.5,0.755102040816326,0.836734693877551,0.714285714285714,0.285714285714286,1
"50",50,1,1,1,0,0.848077550043309,0.206159383291379,0,0.5,0.76,0.84,0.72,0.28,1
"51",51,1,0,0,1,0.879397788634496,0.206159383291379,0,0.5,0.764705882352941,0.823529411764706,0.705882352941177,0.294117647058824,1
"52",52,1,1,1,0,0.698101682861806,0.206159383291379,0,0.5,0.769230769230769,0.826923076923077,0.711538461538462,0.288461538461538,1
"53",53,0,0,1,0,0.760340853739721,0.206159383291379,0,0.5,0.754716981132076,0.811320754716981,0.716981132075472,0.283018867924528,1
"54",54,0,1,0,1,0.6035894522415,0.206159383291379,0,0.5,0.740740740740741,0.814814814814815,0.703703703703704,0.296296296296296,1
"55",55,1,1,1,0,0.68531320629759,0.206159383291379,0,0.5,0.745454545454545,0.818181818181818,0.709090909090909,0.290909090909091,1
"56",56,1,1,1,0,0.75018884161722,0.206159383291379,0,0.5,0.75,0.821428571428571,0.714285714285714,0.285714285714286,1
"57",57,0,0,1,0,0.801689755968719,0.206159383291379,0,0.5,0.736842105263158,0.807017543859649,0.719298245614035,0.280701754385965,1
"58",58,0,1,0,1,0.636413890287192,0.206159383291379,0,0.5,0.724137931034483,0.810344827586207,0.706896551724138,0.293103448275862,1
"59",59,1,1,1,0,0.711370578438896,0.206159383291379,0,0.5,0.728813559322034,0.813559322033898,0.711864406779661,0.288135593220339,1
"60",60,1,1,1,0,0.770874241987681,0.206159383291379,0,0.5,0.733333333333333,0.816666666666667,0.716666666666667,0.283333333333333,1
