"condition","subject","session","cycle","trial","test","stimulus","category","response","dangerous","nutricious","correct","cumulative","RT","motivation","competence","communication","complement","mean_correct"
1,6,1,1,6,0,"00110.jpg",2,2,0,1,1,-200,30518,2.5,3.5,1.5,1,0.56
1,6,1,1,7,0,"01111.jpg",2,2,0,1,1,-100,13434,2.5,3.5,1.5,1,0.64
1,6,1,1,8,0,"11100.jpg",3,1,1,0,0,-200,20328,2.5,3.5,1.5,1,0.68
1,6,1,1,9,0,"01111.jpg",2,2,0,1,1,-100,6485,2.5,3.5,1.5,1,0.64
1,6,1,1,10,0,"10001.jpg",1,3,0,0,0,-200,4177,2.5,3.5,1.5,1,0.56
1,6,1,1,11,0,"01010.jpg",2,2,0,1,1,-100,6076,2.5,3.5,1.5,1,0.72
1,6,1,1,12,0,"01110.jpg",2,2,0,1,1,0,3968,2.5,3.5,1.5,1,0.72
1,6,1,1,13,0,"11000.jpg",1,1,0,0,1,100,51674,2.5,3.5,1.5,1,0.8
1,6,1,1,14,0,"11001.jpg",1,3,0,0,0,0,23760,2.5,3.5,1.5,1,0.6
1,6,1,1,15,0,"11101.jpg",3,4,1,0,0,-100,26905,2.5,3.5,1.5,1,0.64
1,6,1,1,16,0,"10100.jpg",3,3,1,0,1,0,3365,2.5,3.5,1.5,1,0.68
1,6,1,1,17,0,"11000.jpg",1,1,0,0,1,100,4440,2.5,3.5,1.5,1,0.76
1,6,1,1,18,0,"10100.jpg",3,3,1,0,1,200,3127,2.5,3.5,1.5,1,0.6
1,6,1,1,19,0,"00010.jpg",2,2,0,1,1,300,24403,2.5,3.5,1.5,1,0.72
1,6,1,1,20,0,"10111.jpg",4,4,1,1,1,400,8332,2.5,3.5,1.5,1,0.56
1,6,1,1,21,0,"00110.jpg",2,2,0,1,1,500,15510,2.5,3.5,1.5,1,0.56
1,6,1,1,22,0,"11111.jpg",4,4,1,1,1,600,3680,2.5,3.5,1.5,1,0.68
1,6,1,1,23,0,"10110.jpg",4,4,1,1,1,700,2437,2.5,3.5,1.5,1,0.76
1,6,1,1,24,0,"01011.jpg",2,2,0,1,1,800,3267,2.5,3.5,1.5,1,0.6
1,6,1,1,25,0,"01110.jpg",2,2,0,1,1,900,2241,2.5,3.5,1.5,1,0.72
1,6,1,1,26,0,"11101.jpg",3,3,1,0,1,1000,7671,2.5,3.5,1.5,1,0.64
1,6,1,1,27,0,"11110.jpg",4,4,1,1,1,1100,2038,2.5,3.5,1.5,1,0.72
1,6,1,1,28,0,"00100.jpg",1,1,0,0,1,1200,3197,2.5,3.5,1.5,1,0.6
1,6,1,1,29,0,"11110.jpg",4,4,1,1,1,1300,3637,2.5,3.5,1.5,1,0.8
1,6,1,1,30,0,"01100.jpg",1,1,0,0,1,1400,1819,2.5,3.5,1.5,1,0.72
1,6,1,1,31,0,"00111.jpg",2,2,0,1,1,1500,2874,2.5,3.5,1.5,1,0.64
1,6,1,1,32,0,"11100.jpg",3,3,1,0,1,1600,3200,2.5,3.5,1.5,1,0.64
1,6,1,2,33,0,"11011.jpg",2,4,0,1,0,1500,3163,2.5,3.5,1.5,1,0.68
1,6,1,2,34,0,"01001.jpg",1,1,0,0,1,1600,20811,2.5,3.5,1.5,1,0.76
1,6,1,2,35,0,"00101.jpg",1,1,0,0,1,1700,2228,2.5,3.5,1.5,1,0.8
1,6,1,2,36,0,"01010.jpg",2,2,0,1,1,1800,2061,2.5,3.5,1.5,1,0.84
1,6,1,2,37,0,"10010.jpg",2,4,0,1,0,1700,7266,2.5,3.5,1.5,1,0.8
1,6,1,2,38,0,"10010.jpg",2,2,0,1,1,1800,39009,2.5,3.5,1.5,1,0.76
1,6,1,2,39,0,"00000.jpg",1,1,0,0,1,1900,2017,2.5,3.5,1.5,1,0.72
1,6,1,2,40,0,"00110.jpg",2,2,0,1,1,2000,2377,2.5,3.5,1.5,1,0.92
1,6,1,2,41,0,"00011.jpg",2,2,0,1,1,2100,2347,2.5,3.5,1.5,1,0.84
1,6,1,2,42,0,"10100.jpg",3,3,1,0,1,2200,3332,2.5,3.5,1.5,1,0.84
1,6,1,2,43,0,"01010.jpg",2,2,0,1,1,2300,2777,2.5,3.5,1.5,1,0.76
1,6,1,2,44,0,"10101.jpg",3,3,1,0,1,2400,1962,2.5,3.5,1.5,1,0.84
1,6,1,2,45,0,"10111.jpg",4,4,1,1,1,2500,3164,2.5,3.5,1.5,1,0.72
1,6,1,2,46,0,"01011.jpg",2,2,0,1,1,2600,2558,2.5,3.5,1.5,1,0.88
1,6,1,2,47,0,"00100.jpg",1,1,0,0,1,2700,1393,2.5,3.5,1.5,1,0.8
1,6,1,2,48,0,"01000.jpg",1,1,0,0,1,2800,2250,2.5,3.5,1.5,1,0.88
1,6,1,2,49,0,"01101.jpg",1,1,0,0,1,2900,1561,2.5,3.5,1.5,1,0.92
1,6,1,2,50,0,"11010.jpg",2,2,0,1,1,3000,6475,2.5,3.5,1.5,1,0.88
1,6,1,2,51,0,"11010.jpg",2,2,0,1,1,3100,2736,2.5,3.5,1.5,1,0.8
1,6,1,2,52,0,"01000.jpg",1,1,0,0,1,3200,4427,2.5,3.5,1.5,1,0.76
1,6,1,2,53,0,"01110.jpg",2,2,0,1,1,3300,2019,2.5,3.5,1.5,1,0.84
1,6,1,2,54,0,"00000.jpg",1,1,0,0,1,3400,1563,2.5,3.5,1.5,1,0.88
1,6,1,2,55,0,"00011.jpg",2,2,0,1,1,3500,2590,2.5,3.5,1.5,1,0.88
1,6,1,2,56,0,"10011.jpg",2,2,0,1,1,3600,9198,2.5,3.5,1.5,1,0.8
1,6,1,2,57,0,"00010.jpg",2,2,0,1,1,3700,1751,2.5,3.5,1.5,1,0.8
1,6,1,2,58,0,"00011.jpg",2,2,0,1,1,3800,1850,2.5,3.5,1.5,1,0.8
1,6,1,2,59,0,"00101.jpg",1,1,0,0,1,3900,1313,2.5,3.5,1.5,1,0.88
1,6,1,2,60,0,"01100.jpg",1,1,0,0,1,4000,2093,2.5,3.5,1.5,1,0.68
1,6,1,2,61,0,"10011.jpg",2,2,0,1,1,4100,4123,2.5,3.5,1.5,1,0.92
1,6,1,2,62,0,"00111.jpg",2,2,0,1,1,4200,2390,2.5,3.5,1.5,1,0.76
1,6,1,2,63,0,"00101.jpg",1,1,0,0,1,4300,1263,2.5,3.5,1.5,1,0.96
1,6,1,2,64,0,"11010.jpg",2,2,0,1,1,4400,2334,2.5,3.5,1.5,1,0.88
1,6,1,3,65,0,"10001.jpg",1,1,0,0,1,4500,2945,2.5,3.5,1.5,1,0.92
1,6,1,3,66,0,"01100.jpg",1,1,0,0,1,4600,4862,2.5,3.5,1.5,1,0.88
1,6,1,3,67,0,"01101.jpg",1,1,0,0,1,4700,3899,2.5,3.5,1.5,1,0.88
1,6,1,3,68,0,"10111.jpg",4,4,1,1,1,4800,3312,2.5,3.5,1.5,1,0.84
1,6,1,3,69,0,"11111.jpg",4,4,1,1,1,4900,1931,2.5,3.5,1.5,1,0.84
1,6,1,3,70,0,"00111.jpg",2,2,0,1,1,5000,6534,2.5,3.5,1.5,1,0.88
1,6,1,3,71,0,"11001.jpg",1,1,0,0,1,5100,2569,2.5,3.5,1.5,1,0.84
1,6,1,3,72,0,"01011.jpg",2,2,0,1,1,5200,2338,2.5,3.5,1.5,1,0.84
1,6,1,3,73,0,"10110.jpg",4,4,1,1,1,5300,2126,2.5,3.5,1.5,1,0.88
1,6,1,3,74,0,"10011.jpg",2,2,0,1,1,5400,1977,2.5,3.5,1.5,1,0.92
1,6,1,3,75,0,"11011.jpg",2,2,0,1,1,5500,1441,2.5,3.5,1.5,1,0.96
1,6,1,3,76,0,"10101.jpg",3,1,1,0,0,5400,1592,2.5,3.5,1.5,1,0.88
1,6,1,3,77,0,"11110.jpg",4,4,1,1,1,5500,5993,2.5,3.5,1.5,1,0.88
1,6,1,3,78,0,"10001.jpg",1,1,0,0,1,5600,1976,2.5,3.5,1.5,1,0.88
1,6,1,3,79,0,"00001.jpg",1,1,0,0,1,5700,8523,2.5,3.5,1.5,1,0.88
1,6,1,3,80,0,"00010.jpg",2,2,0,1,1,5800,1582,2.5,3.5,1.5,1,0.96
1,6,1,3,81,0,"10000.jpg",1,1,0,0,1,5900,1823,2.5,3.5,1.5,1,0.76
1,6,1,3,82,0,"10000.jpg",1,1,0,0,1,6000,1880,2.5,3.5,1.5,1,0.96
1,6,1,3,83,0,"00100.jpg",1,1,0,0,1,6100,4885,2.5,3.5,1.5,1,0.96
1,6,1,3,84,0,"11100.jpg",3,3,1,0,1,6200,5427,2.5,3.5,1.5,1,0.88
1,6,1,3,85,0,"00001.jpg",1,1,0,0,1,6300,2818,2.5,3.5,1.5,1,0.84
1,6,1,3,86,0,"11001.jpg",1,1,0,0,1,6400,2322,2.5,3.5,1.5,1,0.96
1,6,1,3,87,0,"01101.jpg",1,1,0,0,1,6500,2215,2.5,3.5,1.5,1,0.92
1,6,1,3,88,0,"10101.jpg",3,3,1,0,1,6600,2918,2.5,3.5,1.5,1,1
1,6,1,3,89,0,"01001.jpg",1,1,0,0,1,6700,3339,2.5,3.5,1.5,1,0.88
1,6,1,3,90,0,"00001.jpg",1,1,0,0,1,6800,1304,2.5,3.5,1.5,1,0.92
1,6,1,3,91,0,"01001.jpg",1,1,0,0,1,6900,1563,2.5,3.5,1.5,1,0.84
1,6,1,3,92,0,"11101.jpg",3,3,1,0,1,7000,2269,2.5,3.5,1.5,1,0.92
1,6,1,3,93,0,"01000.jpg",1,1,0,0,1,7100,2260,2.5,3.5,1.5,1,0.84
1,6,1,3,94,0,"11000.jpg",1,1,0,0,1,7200,7898,2.5,3.5,1.5,1,0.92
1,6,1,3,95,0,"01111.jpg",2,2,0,1,1,7300,3167,2.5,3.5,1.5,1,0.92
1,6,1,3,96,0,"10000.jpg",1,1,0,0,1,7400,2849,2.5,3.5,1.5,1,0.92
1,6,1,0,97,1,"11111pt.jpg",4,3,1,1,0,7400,24758,2.5,3.5,1.5,1,0.52
1,6,1,0,98,1,"10101pt.jpg",3,2,1,0,0,7400,30093,2.5,3.5,1.5,1,0.68
1,6,1,0,99,1,"11011pt.jpg",2,4,0,1,0,7400,39559,2.5,3.5,1.5,1,0.52
1,6,1,0,100,1,"01010pt.jpg",2,2,0,1,1,7400,11583,2.5,3.5,1.5,1,0.68
1,6,1,0,101,1,"11110pt.jpg",4,3,1,1,0,7400,10789,2.5,3.5,1.5,1,0.68
1,6,1,0,102,1,"01000pt.jpg",1,1,0,0,1,7400,24147,2.5,3.5,1.5,1,0.6
1,6,1,0,103,1,"00101pt.jpg",1,2,0,0,0,7400,12292,2.5,3.5,1.5,1,0.68
1,6,1,0,104,1,"00111pt.jpg",2,1,0,1,0,7400,30757,2.5,3.5,1.5,1,0.76
1,7,1,1,1,0,"00110.jpg",2,3,0,1,0,-100,59756,3,1,1.5,1,0.28
1,7,1,1,2,0,"11000.jpg",1,4,0,0,0,-200,33182,3,1,1.5,1,0.24
1,7,1,1,3,0,"01011.jpg",2,2,0,1,1,-100,22341,3,1,1.5,1,0.68
1,7,1,1,4,0,"10000.jpg",1,1,0,0,1,0,32111,3,1,1.5,1,0.48
1,7,1,1,5,0,"11011.jpg",2,1,0,1,0,-100,64659,3,1,1.5,1,0.32
1,7,1,1,6,0,"01111.jpg",2,3,0,1,0,-200,47409,3,1,1.5,1,0.56
1,7,1,1,7,0,"10101.jpg",3,2,1,0,0,-300,31898,3,1,1.5,1,0.64
1,7,1,1,8,0,"11111.jpg",4,2,1,1,0,-400,19143,3,1,1.5,1,0.68
1,7,1,1,9,0,"00111.jpg",2,4,0,1,0,-500,126174,3,1,1.5,1,0.64
1,7,1,1,10,0,"10100.jpg",3,2,1,0,0,-600,24984,3,1,1.5,1,0.56
1,7,1,1,11,0,"00000.jpg",1,1,0,0,1,-500,39655,3,1,1.5,1,0.72
1,7,1,1,12,0,"11000.jpg",1,2,0,0,0,-600,7120,3,1,1.5,1,0.72
1,7,1,1,13,0,"00001.jpg",1,1,0,0,1,-500,33402,3,1,1.5,1,0.8
1,7,1,1,14,0,"01011.jpg",2,4,0,1,0,-600,20418,3,1,1.5,1,0.6
1,7,1,1,15,0,"11110.jpg",4,4,1,1,1,-500,5355,3,1,1.5,1,0.64
1,7,1,1,16,0,"01010.jpg",2,2,0,1,1,-400,15395,3,1,1.5,1,0.68
1,7,1,1,17,0,"11101.jpg",3,3,1,0,1,-300,28668,3,1,1.5,1,0.76
1,7,1,1,18,0,"10010.jpg",2,4,0,1,0,-400,37850,3,1,1.5,1,0.6
1,7,1,1,19,0,"01001.jpg",1,1,0,0,1,-300,39057,3,1,1.5,1,0.72
1,7,1,1,20,0,"00101.jpg",1,4,0,0,0,-400,33542,3,1,1.5,1,0.56
1,7,1,1,21,0,"01111.jpg",2,1,0,1,0,-500,19554,3,1,1.5,1,0.56
1,7,1,1,22,0,"00100.jpg",1,4,0,0,0,-600,41570,3,1,1.5,1,0.68
1,7,1,1,23,0,"01001.jpg",1,3,0,0,0,-700,48691,3,1,1.5,1,0.76
1,7,1,1,24,0,"00000.jpg",1,2,0,0,0,-800,6208,3,1,1.5,1,0.6
1,7,1,1,25,0,"00000.jpg",1,1,0,0,1,-700,12944,3,1,1.5,1,0.72
1,7,1,1,26,0,"00100.jpg",1,2,0,0,0,-800,14548,3,1,1.5,1,0.64
1,7,1,1,27,0,"00110.jpg",2,2,0,1,1,-700,42757,3,1,1.5,1,0.72
1,7,1,1,28,0,"01101.jpg",1,1,0,0,1,-600,14224,3,1,1.5,1,0.6
1,7,1,1,29,0,"11111.jpg",4,4,1,1,1,-500,41543,3,1,1.5,1,0.8
1,7,1,1,30,0,"00111.jpg",2,2,0,1,1,-400,29346,3,1,1.5,1,0.72
1,7,1,1,31,0,"10000.jpg",1,3,0,0,0,-500,39244,3,1,1.5,1,0.64
1,7,1,1,32,0,"10111.jpg",4,2,1,1,0,-600,47001,3,1,1.5,1,0.64
1,7,1,2,33,0,"11011.jpg",2,3,0,1,0,-700,73833,3,1,1.5,1,0.68
1,7,1,2,34,0,"10001.jpg",1,3,0,0,0,-800,8815,3,1,1.5,1,0.76
1,7,1,2,35,0,"00101.jpg",1,2,0,0,0,-900,30838,3,1,1.5,1,0.8
1,7,1,2,36,0,"01000.jpg",1,1,0,0,1,-800,8317,3,1,1.5,1,0.84
1,7,1,2,37,0,"10011.jpg",2,4,0,1,0,-900,17762,3,1,1.5,1,0.8
1,7,1,2,38,0,"01010.jpg",2,2,0,1,1,-800,2228,3,1,1.5,1,0.76
1,7,1,2,39,0,"00011.jpg",2,2,0,1,1,-700,1562,3,1,1.5,1,0.72
1,7,1,2,40,0,"10010.jpg",2,2,0,1,1,-600,18245,3,1,1.5,1,0.92
1,7,1,2,41,0,"01110.jpg",2,2,0,1,1,-500,30691,3,1,1.5,1,0.84
1,7,1,2,42,0,"00101.jpg",1,2,0,0,0,-600,22120,3,1,1.5,1,0.84
1,7,1,2,43,0,"10111.jpg",4,4,1,1,1,-500,32811,3,1,1.5,1,0.76
1,7,1,2,44,0,"10110.jpg",4,4,1,1,1,-400,7194,3,1,1.5,1,0.84
1,7,1,2,45,0,"10101.jpg",3,1,1,0,0,-500,26419,3,1,1.5,1,0.72
1,7,1,2,46,0,"01010.jpg",2,2,0,1,1,-400,6937,3,1,1.5,1,0.88
1,7,1,2,47,0,"00001.jpg",1,1,0,0,1,-300,24132,3,1,1.5,1,0.8
1,7,1,2,48,0,"11100.jpg",3,3,1,0,1,-200,18424,3,1,1.5,1,0.88
1,7,1,2,49,0,"11101.jpg",3,3,1,0,1,-100,2658,3,1,1.5,1,0.92
1,7,1,2,50,0,"10111.jpg",4,4,1,1,1,0,9527,3,1,1.5,1,0.88
1,7,1,2,51,0,"01110.jpg",2,4,0,1,0,-100,8162,3,1,1.5,1,0.8
1,7,1,2,52,0,"11101.jpg",3,3,1,0,1,0,3476,3,1,1.5,1,0.76
1,7,1,2,53,0,"00010.jpg",2,2,0,1,1,100,6906,3,1,1.5,1,0.84
1,7,1,2,54,0,"10100.jpg",3,3,1,0,1,200,25207,3,1,1.5,1,0.88
1,7,1,2,55,0,"10100.jpg",3,3,1,0,1,300,3504,3,1,1.5,1,0.88
1,7,1,2,56,0,"00011.jpg",2,2,0,1,1,400,1781,3,1,1.5,1,0.8
1,7,1,2,57,0,"10011.jpg",2,2,0,1,1,500,21663,3,1,1.5,1,0.8
1,7,1,2,58,0,"00010.jpg",2,2,0,1,1,600,1364,3,1,1.5,1,0.8
1,7,1,2,59,0,"10011.jpg",2,2,0,1,1,700,4014,3,1,1.5,1,0.88
1,7,1,2,60,0,"01100.jpg",1,3,0,0,0,600,20293,3,1,1.5,1,0.68
1,7,1,2,61,0,"11110.jpg",4,4,1,1,1,700,19786,3,1,1.5,1,0.92
1,7,1,2,62,0,"11100.jpg",3,3,1,0,1,800,5467,3,1,1.5,1,0.76
1,7,1,2,63,0,"11000.jpg",1,3,0,0,0,700,14921,3,1,1.5,1,0.96
1,7,1,2,64,0,"01110.jpg",2,4,0,1,0,600,11732,3,1,1.5,1,0.88
1,7,1,3,65,0,"01101.jpg",1,1,0,0,1,700,25439,3,1,1.5,1,0.92
1,7,1,3,66,0,"11100.jpg",3,3,1,0,1,800,5128,3,1,1.5,1,0.88
1,7,1,3,67,0,"01000.jpg",1,1,0,0,1,900,11523,3,1,1.5,1,0.88
1,7,1,3,68,0,"00111.jpg",2,4,0,1,0,800,36934,3,1,1.5,1,0.84
1,7,1,3,69,0,"11110.jpg",4,3,1,1,0,700,13866,3,1,1.5,1,0.84
1,7,1,3,70,0,"11001.jpg",1,1,0,0,1,800,7564,3,1,1.5,1,0.88
1,7,1,3,71,0,"10110.jpg",4,4,1,1,1,900,9912,3,1,1.5,1,0.84
1,7,1,3,72,0,"11010.jpg",2,4,0,1,0,800,19187,3,1,1.5,1,0.84
1,7,1,3,73,0,"01111.jpg",2,4,0,1,0,700,15789,3,1,1.5,1,0.88
1,7,1,3,74,0,"00011.jpg",2,2,0,1,1,800,4437,3,1,1.5,1,0.92
1,7,1,3,75,0,"00010.jpg",2,2,0,1,1,900,1701,3,1,1.5,1,0.96
1,7,1,3,76,0,"01100.jpg",1,1,0,0,1,1000,5921,3,1,1.5,1,0.88
1,7,1,3,77,0,"11111.jpg",4,2,1,1,0,900,26198,3,1,1.5,1,0.88
1,7,1,3,78,0,"01011.jpg",2,2,0,1,1,1000,9180,3,1,1.5,1,0.88
1,7,1,3,79,0,"10000.jpg",1,1,0,0,1,1100,12878,3,1,1.5,1,0.88
1,7,1,3,80,0,"01001.jpg",1,1,0,0,1,1200,3348,3,1,1.5,1,0.96
1,7,1,3,81,0,"11010.jpg",2,4,0,1,0,1100,55079,3,1,1.5,1,0.76
1,7,1,3,82,0,"11001.jpg",1,1,0,0,1,1200,18884,3,1,1.5,1,0.96
1,7,1,3,83,0,"11001.jpg",1,1,0,0,1,1300,2386,3,1,1.5,1,0.96
1,7,1,3,84,0,"10110.jpg",4,2,1,1,0,1200,15635,3,1,1.5,1,0.88
1,7,1,3,85,0,"00110.jpg",2,2,0,1,1,1300,3583,3,1,1.5,1,0.84
1,7,1,3,86,0,"01000.jpg",1,1,0,0,1,1400,3481,3,1,1.5,1,0.96
1,7,1,3,87,0,"11011.jpg",2,2,0,1,1,1500,11854,3,1,1.5,1,0.92
1,7,1,3,88,0,"10001.jpg",1,1,0,0,1,1600,3270,3,1,1.5,1,1
1,7,1,3,89,0,"10001.jpg",1,1,0,0,1,1700,34867,3,1,1.5,1,0.88
1,7,1,3,90,0,"01100.jpg",1,1,0,0,1,1800,1489,3,1,1.5,1,0.92
1,7,1,3,91,0,"10101.jpg",3,1,1,0,0,1700,686,3,1,1.5,1,0.84
1,7,1,3,92,0,"00100.jpg",1,4,0,0,0,1600,16009,3,1,1.5,1,0.92
1,7,1,3,93,0,"11010.jpg",2,4,0,1,0,1500,15915,3,1,1.5,1,0.84
1,7,1,3,94,0,"10010.jpg",2,2,0,1,1,1600,3934,3,1,1.5,1,0.92
1,7,1,3,95,0,"01101.jpg",1,1,0,0,1,1700,2386,3,1,1.5,1,0.92
1,7,1,3,96,0,"00001.jpg",1,1,0,0,1,1800,9963,3,1,1.5,1,0.92
1,7,1,0,97,1,"11111pt.jpg",4,3,1,1,0,1800,29294,3,1,1.5,1,0.52
1,7,1,0,98,1,"11110pt.jpg",4,1,1,1,0,1800,29623,3,1,1.5,1,0.68
1,7,1,0,99,1,"01000pt.jpg",1,2,0,0,0,1800,19107,3,1,1.5,1,0.52
1,7,1,0,100,1,"00101pt.jpg",1,4,0,0,0,1800,35436,3,1,1.5,1,0.68
1,7,1,0,101,1,"11011pt.jpg",2,1,0,1,0,1800,5770,3,1,1.5,1,0.68
1,7,1,0,102,1,"10101pt.jpg",3,1,1,0,0,1800,13112,3,1,1.5,1,0.6
1,7,1,0,103,1,"00111pt.jpg",2,2,0,1,1,1800,22928,3,1,1.5,1,0.68
1,7,1,0,104,1,"01010pt.jpg",2,2,0,1,1,1800,34321,3,1,1.5,1,0.76
1,8,1,1,1,0,"00010.jpg",2,3,0,1,0,-100,39472,1.5,1.5,1.5,1,0.28
1,8,1,1,2,0,"01011.jpg",2,2,0,1,1,0,21032,1.5,1.5,1.5,1,0.24
1,8,1,1,3,0,"01001.jpg",1,1,0,0,1,100,7775,1.5,1.5,1.5,1,0.68
1,8,1,1,4,0,"11101.jpg",3,4,1,0,0,0,13896,1.5,1.5,1.5,1,0.48
1,8,1,1,5,0,"11110.jpg",4,4,1,1,1,100,11109,1.5,1.5,1.5,1,0.32
1,8,1,1,6,0,"01101.jpg",1,2,0,0,0,0,15418,1.5,1.5,1.5,1,0.56
1,8,1,1,7,0,"01000.jpg",1,1,0,0,1,100,7034,1.5,1.5,1.5,1,0.64
1,8,1,1,8,0,"10011.jpg",2,4,0,1,0,0,16850,1.5,1.5,1.5,1,0.68
1,8,1,1,9,0,"10100.jpg",3,1,1,0,0,-100,36760,1.5,1.5,1.5,1,0.64
1,8,1,1,10,0,"01010.jpg",2,2,0,1,1,0,10291,1.5,1.5,1.5,1,0.56
1,8,1,1,11,0,"11001.jpg",1,1,0,0,1,100,10985,1.5,1.5,1.5,1,0.72
1,8,1,1,12,0,"00101.jpg",1,2,0,0,0,0,17762,1.5,1.5,1.5,1,0.72
1,8,1,1,13,0,"10010.jpg",2,4,0,1,0,-100,10005,1.5,1.5,1.5,1,0.8
1,8,1,1,14,0,"11001.jpg",1,1,0,0,1,0,6572,1.5,1.5,1.5,1,0.6
1,8,1,1,15,0,"11001.jpg",1,1,0,0,1,100,7511,1.5,1.5,1.5,1,0.64
1,8,1,1,16,0,"11010.jpg",2,2,0,1,1,200,6676,1.5,1.5,1.5,1,0.68
1,8,1,1,17,0,"10010.jpg",2,2,0,1,1,300,5354,1.5,1.5,1.5,1,0.76
1,8,1,1,18,0,"00000.jpg",1,3,0,0,0,200,12221,1.5,1.5,1.5,1,0.6
1,8,1,1,19,0,"11010.jpg",2,2,0,1,1,300,5509,1.5,1.5,1.5,1,0.72
1,8,1,1,20,0,"00011.jpg",2,2,0,1,1,400,6696,1.5,1.5,1.5,1,0.56
1,8,1,1,21,0,"10111.jpg",4,4,1,1,1,500,7463,1.5,1.5,1.5,1,0.56
1,8,1,1,22,0,"11100.jpg",3,3,1,0,1,600,6058,1.5,1.5,1.5,1,0.68
1,8,1,1,23,0,"11100.jpg",3,3,1,0,1,700,2355,1.5,1.5,1.5,1,0.76
1,8,1,1,24,0,"00100.jpg",1,3,0,0,0,600,4852,1.5,1.5,1.5,1,0.6
1,8,1,1,25,0,"00110.jpg",2,3,0,1,0,500,29692,1.5,1.5,1.5,1,0.72
1,8,1,1,26,0,"00100.jpg",1,1,0,0,1,600,24465,1.5,1.5,1.5,1,0.64
1,8,1,1,27,0,"01111.jpg",2,4,0,1,0,500,12295,1.5,1.5,1.5,1,0.72
1,8,1,1,28,0,"01110.jpg",2,2,0,1,1,600,6204,1.5,1.5,1.5,1,0.6
1,8,1,1,29,0,"01100.jpg",1,1,0,0,1,700,6886,1.5,1.5,1.5,1,0.8
1,8,1,1,30,0,"00100.jpg",1,1,0,0,1,800,9122,1.5,1.5,1.5,1,0.72
1,8,1,1,31,0,"10000.jpg",1,3,0,0,0,700,5359,1.5,1.5,1.5,1,0.64
1,8,1,1,32,0,"10101.jpg",3,1,1,0,0,600,15073,1.5,1.5,1.5,1,0.64
1,8,1,2,33,0,"01011.jpg",2,2,0,1,1,700,4191,1.5,1.5,1.5,1,0.68
1,8,1,2,34,0,"00001.jpg",1,1,0,0,1,800,4984,1.5,1.5,1.5,1,0.76
1,8,1,2,35,0,"11101.jpg",3,3,1,0,1,900,14538,1.5,1.5,1.5,1,0.8
1,8,1,2,36,0,"10100.jpg",3,3,1,0,1,1000,28302,1.5,1.5,1.5,1,0.84
1,8,1,2,37,0,"11111.jpg",4,4,1,1,1,1100,7188,1.5,1.5,1.5,1,0.8
1,8,1,2,38,0,"00101.jpg",1,1,0,0,1,1200,6229,1.5,1.5,1.5,1,0.76
1,8,1,2,39,0,"00111.jpg",2,2,0,1,1,1300,5004,1.5,1.5,1.5,1,0.72
1,8,1,2,40,0,"00111.jpg",2,2,0,1,1,1400,5526,1.5,1.5,1.5,1,0.92
1,8,1,2,41,0,"10110.jpg",4,4,1,1,1,1500,8681,1.5,1.5,1.5,1,0.84
1,8,1,2,42,0,"00000.jpg",1,1,0,0,1,1600,7453,1.5,1.5,1.5,1,0.84
1,8,1,2,43,0,"11110.jpg",4,3,1,1,0,1500,14365,1.5,1.5,1.5,1,0.76
1,8,1,2,44,0,"01001.jpg",1,1,0,0,1,1600,3871,1.5,1.5,1.5,1,0.84
1,8,1,2,45,0,"10100.jpg",3,3,1,0,1,1700,6492,1.5,1.5,1.5,1,0.72
1,8,1,2,46,0,"10001.jpg",1,1,0,0,1,1800,11771,1.5,1.5,1.5,1,0.88
1,8,1,2,47,0,"00001.jpg",1,1,0,0,1,1900,2045,1.5,1.5,1.5,1,0.8
1,8,1,2,48,0,"00110.jpg",2,2,0,1,1,2000,22308,1.5,1.5,1.5,1,0.88
1,8,1,2,49,0,"11111.jpg",4,4,1,1,1,2100,5753,1.5,1.5,1.5,1,0.92
1,8,1,2,50,0,"00011.jpg",2,2,0,1,1,2200,4603,1.5,1.5,1.5,1,0.88
1,8,1,2,51,0,"01111.jpg",2,2,0,1,1,2300,5010,1.5,1.5,1.5,1,0.8
1,8,1,2,52,0,"01101.jpg",1,1,0,0,1,2400,5581,1.5,1.5,1.5,1,0.76
1,8,1,2,53,0,"10111.jpg",4,4,1,1,1,2500,7285,1.5,1.5,1.5,1,0.84
1,8,1,2,54,0,"11100.jpg",3,1,1,0,0,2400,13154,1.5,1.5,1.5,1,0.88
1,8,1,2,55,0,"00111.jpg",2,2,0,1,1,2500,5366,1.5,1.5,1.5,1,0.88
1,8,1,2,56,0,"10101.jpg",3,1,1,0,0,2400,4975,1.5,1.5,1.5,1,0.8
1,8,1,2,57,0,"01110.jpg",2,2,0,1,1,2500,16609,1.5,1.5,1.5,1,0.8
1,8,1,2,58,0,"10011.jpg",2,4,0,1,0,2400,8209,1.5,1.5,1.5,1,0.8
1,8,1,2,59,0,"01011.jpg",2,2,0,1,1,2500,2002,1.5,1.5,1.5,1,0.88
1,8,1,2,60,0,"11111.jpg",4,2,1,1,0,2400,4866,1.5,1.5,1.5,1,0.68
1,8,1,2,61,0,"00011.jpg",2,2,0,1,1,2500,2368,1.5,1.5,1.5,1,0.92
1,8,1,2,62,0,"11101.jpg",3,1,1,0,0,2400,20402,1.5,1.5,1.5,1,0.76
1,8,1,2,63,0,"11000.jpg",1,1,0,0,1,2500,4778,1.5,1.5,1.5,1,0.96
