"condition","subject","session","cycle","trial","test","stimulus","category","response","dangerous","nutricious","correct","cumulative","RT","motivation","competence","communication","complement","mean_correct"
1,3,1,2,55,0,"00110.jpg",2,2,0,1,1,1900,6810,2,2.5,3,3.5,0.88
1,3,1,2,56,0,"10011.jpg",2,2,0,1,1,2000,16650,2,2.5,3,3.5,0.8
1,3,1,2,57,0,"11000.jpg",1,1,0,0,1,2100,6353,2,2.5,3,3.5,0.8
1,3,1,2,58,0,"01010.jpg",2,1,0,1,0,2000,8988,2,2.5,3,3.5,0.8
1,3,1,2,59,0,"11011.jpg",2,2,0,1,1,2100,11445,2,2.5,3,3.5,0.88
1,3,1,2,60,0,"01011.jpg",2,1,0,1,0,2000,3060,2,2.5,3,3.5,0.68
1,3,1,2,61,0,"11111.jpg",4,4,1,1,1,2100,4378,2,2.5,3,3.5,0.92
1,3,1,2,62,0,"10000.jpg",1,1,0,0,1,2200,5595,2,2.5,3,3.5,0.76
1,3,1,2,63,0,"11110.jpg",4,4,1,1,1,2300,2692,2,2.5,3,3.5,0.96
1,3,1,2,64,0,"01001.jpg",1,1,0,0,1,2400,4417,2,2.5,3,3.5,0.88
1,3,1,3,65,0,"01101.jpg",1,1,0,0,1,2500,4616,2,2.5,3,3.5,0.92
1,3,1,3,66,0,"00000.jpg",1,1,0,0,1,2600,5411,2,2.5,3,3.5,0.88
1,3,1,3,67,0,"00011.jpg",2,1,0,1,0,2500,9410,2,2.5,3,3.5,0.88
1,3,1,3,68,0,"00001.jpg",1,1,0,0,1,2600,2819,2,2.5,3,3.5,0.84
1,3,1,3,69,0,"11111.jpg",4,4,1,1,1,2700,2162,2,2.5,3,3.5,0.84
1,3,1,3,70,0,"00111.jpg",2,2,0,1,1,2800,6381,2,2.5,3,3.5,0.88
1,3,1,3,71,0,"11001.jpg",1,3,0,0,0,2700,15381,2,2.5,3,3.5,0.84
1,3,1,3,72,0,"10111.jpg",4,4,1,1,1,2800,2446,2,2.5,3,3.5,0.84
1,3,1,3,73,0,"10100.jpg",3,2,1,0,0,2700,5901,2,2.5,3,3.5,0.88
1,3,1,3,74,0,"11000.jpg",1,1,0,0,1,2800,4481,2,2.5,3,3.5,0.92
1,3,1,3,75,0,"01000.jpg",1,1,0,0,1,2900,2447,2,2.5,3,3.5,0.96
1,3,1,3,76,0,"11101.jpg",3,2,1,0,0,2800,21070,2,2.5,3,3.5,0.88
1,3,1,3,77,0,"10111.jpg",4,4,1,1,1,2900,2252,2,2.5,3,3.5,0.88
1,3,1,3,78,0,"11110.jpg",4,4,1,1,1,3000,1665,2,2.5,3,3.5,0.88
1,3,1,3,79,0,"10001.jpg",1,1,0,0,1,3100,5183,2,2.5,3,3.5,0.88
1,3,1,3,80,0,"01110.jpg",2,2,0,1,1,3200,5704,2,2.5,3,3.5,0.96
1,3,1,3,81,0,"11010.jpg",2,1,0,1,0,3100,9948,2,2.5,3,3.5,0.76
1,3,1,3,82,0,"10001.jpg",1,1,0,0,1,3200,5689,2,2.5,3,3.5,0.96
1,3,1,3,83,0,"11011.jpg",2,3,0,1,0,3100,15941,2,2.5,3,3.5,0.96
1,3,1,3,84,0,"10111.jpg",4,4,1,1,1,3200,2136,2,2.5,3,3.5,0.88
1,3,1,3,85,0,"11101.jpg",3,2,1,0,0,3100,11386,2,2.5,3,3.5,0.84
1,3,1,3,86,0,"10010.jpg",2,2,0,1,1,3200,4460,2,2.5,3,3.5,0.96
1,3,1,3,87,0,"10000.jpg",1,2,0,0,0,3100,9434,2,2.5,3,3.5,0.92
1,3,1,3,88,0,"11001.jpg",1,1,0,0,1,3200,2801,2,2.5,3,3.5,1
1,3,1,3,89,0,"01111.jpg",2,2,0,1,1,3300,4707,2,2.5,3,3.5,0.88
1,3,1,3,90,0,"01011.jpg",2,2,0,1,1,3400,2543,2,2.5,3,3.5,0.92
1,3,1,3,91,0,"11100.jpg",3,3,1,0,1,3500,3971,2,2.5,3,3.5,0.84
1,3,1,3,92,0,"00110.jpg",2,2,0,1,1,3600,4022,2,2.5,3,3.5,0.92
1,3,1,3,93,0,"01111.jpg",2,2,0,1,1,3700,4086,2,2.5,3,3.5,0.84
1,3,1,3,94,0,"11000.jpg",1,1,0,0,1,3800,5731,2,2.5,3,3.5,0.92
1,3,1,3,95,0,"00111.jpg",2,2,0,1,1,3900,6359,2,2.5,3,3.5,0.92
1,3,1,3,96,0,"00111.jpg",2,2,0,1,1,4000,3208,2,2.5,3,3.5,0.92
1,3,1,0,97,1,"11110pt.jpg",4,4,1,1,1,4000,16211,2,2.5,3,3.5,0.52
1,3,1,0,98,1,"00111pt.jpg",2,2,0,1,1,4000,10264,2,2.5,3,3.5,0.68
1,3,1,0,99,1,"01000pt.jpg",1,1,0,0,1,4000,5435,2,2.5,3,3.5,0.52
1,3,1,0,100,1,"10101pt.jpg",3,3,1,0,1,4000,7903,2,2.5,3,3.5,0.68
1,3,1,0,101,1,"01010pt.jpg",2,1,0,1,0,4000,8826,2,2.5,3,3.5,0.68
1,3,1,0,102,1,"00101pt.jpg",1,1,0,0,1,4000,6175,2,2.5,3,3.5,0.6
1,3,1,0,103,1,"11011pt.jpg",2,4,0,1,0,4000,5799,2,2.5,3,3.5,0.68
1,3,1,0,104,1,"11111pt.jpg",4,4,1,1,1,4000,12669,2,2.5,3,3.5,0.76
1,4,1,1,1,0,"01111.jpg",2,3,0,1,0,-100,48406,2.5,2.5,1,1.5,0.28
1,4,1,1,2,0,"00101.jpg",1,4,0,0,0,-200,19829,2.5,2.5,1,1.5,0.24
1,4,1,1,3,0,"11011.jpg",2,3,0,1,0,-300,35910,2.5,2.5,1,1.5,0.68
1,4,1,1,4,0,"01000.jpg",1,2,0,0,0,-400,68272,2.5,2.5,1,1.5,0.48
1,4,1,1,5,0,"01101.jpg",1,2,0,0,0,-500,26749,2.5,2.5,1,1.5,0.32
1,4,1,1,6,0,"10100.jpg",3,4,1,0,0,-600,16191,2.5,2.5,1,1.5,0.56
1,4,1,1,7,0,"00001.jpg",1,1,0,0,1,-500,62568,2.5,2.5,1,1.5,0.64
1,4,1,1,8,0,"01011.jpg",2,2,0,1,1,-400,25659,2.5,2.5,1,1.5,0.68
1,4,1,1,9,0,"00000.jpg",1,1,0,0,1,-300,8336,2.5,2.5,1,1.5,0.64
1,4,1,1,10,0,"01100.jpg",1,1,0,0,1,-200,33867,2.5,2.5,1,1.5,0.56
1,4,1,1,11,0,"11101.jpg",3,3,1,0,1,-100,12714,2.5,2.5,1,1.5,0.72
1,4,1,1,12,0,"01000.jpg",1,1,0,0,1,0,11870,2.5,2.5,1,1.5,0.72
1,4,1,1,13,0,"00011.jpg",2,2,0,1,1,100,5995,2.5,2.5,1,1.5,0.8
1,4,1,1,14,0,"11001.jpg",1,3,0,0,0,0,5341,2.5,2.5,1,1.5,0.6
1,4,1,1,15,0,"00100.jpg",1,1,0,0,1,100,24855,2.5,2.5,1,1.5,0.64
1,4,1,1,16,0,"01110.jpg",2,2,0,1,1,200,7582,2.5,2.5,1,1.5,0.68
1,4,1,1,17,0,"11110.jpg",4,4,1,1,1,300,5383,2.5,2.5,1,1.5,0.76
1,4,1,1,18,0,"00111.jpg",2,2,0,1,1,400,3848,2.5,2.5,1,1.5,0.6
1,4,1,1,19,0,"01000.jpg",1,1,0,0,1,500,3734,2.5,2.5,1,1.5,0.72
1,4,1,1,20,0,"00010.jpg",2,2,0,1,1,600,5577,2.5,2.5,1,1.5,0.56
1,4,1,1,21,0,"10100.jpg",3,3,1,0,1,700,7217,2.5,2.5,1,1.5,0.56
1,4,1,1,22,0,"00010.jpg",2,2,0,1,1,800,2538,2.5,2.5,1,1.5,0.68
1,4,1,1,23,0,"00001.jpg",1,1,0,0,1,900,6037,2.5,2.5,1,1.5,0.76
1,4,1,1,24,0,"11111.jpg",4,4,1,1,1,1000,3180,2.5,2.5,1,1.5,0.6
1,4,1,1,25,0,"11010.jpg",2,4,0,1,0,900,5685,2.5,2.5,1,1.5,0.72
1,4,1,1,26,0,"10001.jpg",1,3,0,0,0,800,29907,2.5,2.5,1,1.5,0.64
1,4,1,1,27,0,"00100.jpg",1,1,0,0,1,900,7814,2.5,2.5,1,1.5,0.72
1,4,1,1,28,0,"10111.jpg",4,2,1,1,0,800,44294,2.5,2.5,1,1.5,0.6
1,4,1,1,29,0,"00110.jpg",2,2,0,1,1,900,10219,2.5,2.5,1,1.5,0.8
1,4,1,1,30,0,"10110.jpg",4,2,1,1,0,800,12483,2.5,2.5,1,1.5,0.72
1,4,1,1,31,0,"11011.jpg",2,4,0,1,0,700,15525,2.5,2.5,1,1.5,0.64
1,4,1,1,32,0,"01010.jpg",2,2,0,1,1,800,15353,2.5,2.5,1,1.5,0.64
1,4,1,2,33,0,"00001.jpg",1,1,0,0,1,900,3051,2.5,2.5,1,1.5,0.68
1,4,1,2,34,0,"10101.jpg",3,3,1,0,1,1000,5801,2.5,2.5,1,1.5,0.76
1,4,1,2,35,0,"01001.jpg",1,1,0,0,1,1100,2459,2.5,2.5,1,1.5,0.8
1,4,1,2,36,0,"00110.jpg",2,2,0,1,1,1200,3145,2.5,2.5,1,1.5,0.84
1,4,1,2,37,0,"00100.jpg",1,1,0,0,1,1300,1972,2.5,2.5,1,1.5,0.8
1,4,1,2,38,0,"10000.jpg",1,3,0,0,0,1200,3279,2.5,2.5,1,1.5,0.76
1,4,1,2,39,0,"01001.jpg",1,1,0,0,1,1300,13602,2.5,2.5,1,1.5,0.72
1,4,1,2,40,0,"00101.jpg",1,1,0,0,1,1400,3156,2.5,2.5,1,1.5,0.92
1,4,1,2,41,0,"10110.jpg",4,4,1,1,1,1500,19111,2.5,2.5,1,1.5,0.84
1,4,1,2,42,0,"00010.jpg",2,2,0,1,1,1600,2634,2.5,2.5,1,1.5,0.84
1,4,1,2,43,0,"00000.jpg",1,1,0,0,1,1700,1649,2.5,2.5,1,1.5,0.76
1,4,1,2,44,0,"01111.jpg",2,2,0,1,1,1800,2496,2.5,2.5,1,1.5,0.84
1,4,1,2,45,0,"11111.jpg",4,4,1,1,1,1900,3709,2.5,2.5,1,1.5,0.72
1,4,1,2,46,0,"10000.jpg",1,1,0,0,1,2000,10344,2.5,2.5,1,1.5,0.88
1,4,1,2,47,0,"00111.jpg",2,2,0,1,1,2100,4885,2.5,2.5,1,1.5,0.8
1,4,1,2,48,0,"01101.jpg",1,1,0,0,1,2200,2113,2.5,2.5,1,1.5,0.88
1,4,1,2,49,0,"00011.jpg",2,2,0,1,1,2300,1718,2.5,2.5,1,1.5,0.92
1,4,1,2,50,0,"01011.jpg",2,2,0,1,1,2400,1842,2.5,2.5,1,1.5,0.88
1,4,1,2,51,0,"11101.jpg",3,1,1,0,0,2300,5824,2.5,2.5,1,1.5,0.8
1,4,1,2,52,0,"01111.jpg",2,2,0,1,1,2400,6568,2.5,2.5,1,1.5,0.76
1,4,1,2,53,0,"10101.jpg",3,3,1,0,1,2500,4706,2.5,2.5,1,1.5,0.84
1,4,1,2,54,0,"00011.jpg",2,2,0,1,1,2600,1615,2.5,2.5,1,1.5,0.88
1,4,1,2,55,0,"10100.jpg",3,1,1,0,0,2500,5063,2.5,2.5,1,1.5,0.88
1,4,1,2,56,0,"00101.jpg",1,1,0,0,1,2600,2813,2.5,2.5,1,1.5,0.8
1,4,1,2,57,0,"10101.jpg",3,3,1,0,1,2700,2654,2.5,2.5,1,1.5,0.8
1,4,1,2,58,0,"11001.jpg",1,1,0,0,1,2800,4597,2.5,2.5,1,1.5,0.8
1,4,1,2,59,0,"10110.jpg",4,4,1,1,1,2900,3198,2.5,2.5,1,1.5,0.88
1,4,1,2,60,0,"01110.jpg",2,2,0,1,1,3000,3054,2.5,2.5,1,1.5,0.68
1,4,1,2,61,0,"10000.jpg",1,1,0,0,1,3100,2884,2.5,2.5,1,1.5,0.92
1,4,1,2,62,0,"11000.jpg",1,1,0,0,1,3200,2226,2.5,2.5,1,1.5,0.76
1,4,1,2,63,0,"10111.jpg",4,4,1,1,1,3300,3698,2.5,2.5,1,1.5,0.96
1,4,1,2,64,0,"11100.jpg",3,3,1,0,1,3400,3645,2.5,2.5,1,1.5,0.88
1,4,1,3,65,0,"11110.jpg",4,4,1,1,1,3500,1750,2.5,2.5,1,1.5,0.92
1,4,1,3,66,0,"10001.jpg",1,1,0,0,1,3600,4398,2.5,2.5,1,1.5,0.88
1,4,1,3,67,0,"11110.jpg",4,4,1,1,1,3700,1512,2.5,2.5,1,1.5,0.88
1,4,1,3,68,0,"11000.jpg",1,1,0,0,1,3800,2268,2.5,2.5,1,1.5,0.84
1,4,1,3,69,0,"10011.jpg",2,2,0,1,1,3900,2289,2.5,2.5,1,1.5,0.84
1,4,1,3,70,0,"10011.jpg",2,2,0,1,1,4000,1887,2.5,2.5,1,1.5,0.88
1,4,1,3,71,0,"11010.jpg",2,2,0,1,1,4100,1796,2.5,2.5,1,1.5,0.84
1,4,1,3,72,0,"11001.jpg",1,1,0,0,1,4200,3971,2.5,2.5,1,1.5,0.84
1,4,1,3,73,0,"10010.jpg",2,2,0,1,1,4300,2254,2.5,2.5,1,1.5,0.88
1,4,1,3,74,0,"00000.jpg",1,1,0,0,1,4400,2125,2.5,2.5,1,1.5,0.92
1,4,1,3,75,0,"00111.jpg",2,2,0,1,1,4500,1912,2.5,2.5,1,1.5,0.96
1,4,1,3,76,0,"10111.jpg",4,4,1,1,1,4600,3773,2.5,2.5,1,1.5,0.88
1,4,1,3,77,0,"01100.jpg",1,1,0,0,1,4700,1877,2.5,2.5,1,1.5,0.88
1,4,1,3,78,0,"10011.jpg",2,2,0,1,1,4800,1570,2.5,2.5,1,1.5,0.88
1,4,1,3,79,0,"11100.jpg",3,3,1,0,1,4900,4221,2.5,2.5,1,1.5,0.88
1,4,1,3,80,0,"10010.jpg",2,2,0,1,1,5000,2165,2.5,2.5,1,1.5,0.96
1,4,1,3,81,0,"11111.jpg",4,4,1,1,1,5100,1503,2.5,2.5,1,1.5,0.76
1,4,1,3,82,0,"01010.jpg",2,2,0,1,1,5200,1579,2.5,2.5,1,1.5,0.96
1,4,1,3,83,0,"01101.jpg",1,1,0,0,1,5300,2900,2.5,2.5,1,1.5,0.96
1,4,1,3,84,0,"10010.jpg",2,2,0,1,1,5400,2064,2.5,2.5,1,1.5,0.88
1,4,1,3,85,0,"01100.jpg",1,1,0,0,1,5500,1438,2.5,2.5,1,1.5,0.84
1,4,1,3,86,0,"11010.jpg",2,2,0,1,1,5600,2229,2.5,2.5,1,1.5,0.96
1,4,1,3,87,0,"01010.jpg",2,2,0,1,1,5700,2253,2.5,2.5,1,1.5,0.92
1,4,1,3,88,0,"00110.jpg",2,2,0,1,1,5800,1947,2.5,2.5,1,1.5,1
1,4,1,3,89,0,"11100.jpg",3,3,1,0,1,5900,3655,2.5,2.5,1,1.5,0.88
1,4,1,3,90,0,"10001.jpg",1,1,0,0,1,6000,2806,2.5,2.5,1,1.5,0.92
1,4,1,3,91,0,"11011.jpg",2,2,0,1,1,6100,1574,2.5,2.5,1,1.5,0.84
1,4,1,3,92,0,"01110.jpg",2,2,0,1,1,6200,1654,2.5,2.5,1,1.5,0.92
1,4,1,3,93,0,"01011.jpg",2,2,0,1,1,6300,1494,2.5,2.5,1,1.5,0.84
1,4,1,3,94,0,"01001.jpg",1,1,0,0,1,6400,3850,2.5,2.5,1,1.5,0.92
1,4,1,3,95,0,"11101.jpg",3,2,1,0,0,6300,3394,2.5,2.5,1,1.5,0.92
1,4,1,3,96,0,"11000.jpg",1,1,0,0,1,6400,5113,2.5,2.5,1,1.5,0.92
1,4,1,0,97,1,"11011pt.jpg",2,3,0,1,0,6400,34862,2.5,2.5,1,1.5,0.52
1,4,1,0,98,1,"11110pt.jpg",4,4,1,1,1,6400,21161,2.5,2.5,1,1.5,0.68
1,4,1,0,99,1,"01010pt.jpg",2,2,0,1,1,6400,14584,2.5,2.5,1,1.5,0.52
1,4,1,0,100,1,"00111pt.jpg",2,2,0,1,1,6400,5519,2.5,2.5,1,1.5,0.68
1,4,1,0,101,1,"00101pt.jpg",1,1,0,0,1,6400,13416,2.5,2.5,1,1.5,0.68
1,4,1,0,102,1,"10101pt.jpg",3,3,1,0,1,6400,12278,2.5,2.5,1,1.5,0.6
1,4,1,0,103,1,"11111pt.jpg",4,4,1,1,1,6400,8176,2.5,2.5,1,1.5,0.68
1,4,1,0,104,1,"01000pt.jpg",1,1,0,0,1,6400,8863,2.5,2.5,1,1.5,0.76
1,5,1,1,1,0,"10101.jpg",3,4,1,0,0,-100,20111,2,3.5,3,1.5,0.28
1,5,1,1,2,0,"10000.jpg",1,4,0,0,0,-200,10841,2,3.5,3,1.5,0.24
1,5,1,1,3,0,"10100.jpg",3,3,1,0,1,-100,6407,2,3.5,3,1.5,0.68
1,5,1,1,4,0,"10000.jpg",1,3,0,0,0,-200,12169,2,3.5,3,1.5,0.48
1,5,1,1,5,0,"11111.jpg",4,2,1,1,0,-300,23122,2,3.5,3,1.5,0.32
1,5,1,1,6,0,"11101.jpg",3,3,1,0,1,-200,33539,2,3.5,3,1.5,0.56
1,5,1,1,7,0,"11101.jpg",3,3,1,0,1,-100,8710,2,3.5,3,1.5,0.64
1,5,1,1,8,0,"10101.jpg",3,4,1,0,0,-200,12859,2,3.5,3,1.5,0.68
1,5,1,1,9,0,"01100.jpg",1,1,0,0,1,-100,5570,2,3.5,3,1.5,0.64
1,5,1,1,10,0,"11000.jpg",1,1,0,0,1,0,24723,2,3.5,3,1.5,0.56
1,5,1,1,11,0,"01111.jpg",2,2,0,1,1,100,7167,2,3.5,3,1.5,0.72
1,5,1,1,12,0,"10010.jpg",2,2,0,1,1,200,16577,2,3.5,3,1.5,0.72
1,5,1,1,13,0,"11010.jpg",2,2,0,1,1,300,6747,2,3.5,3,1.5,0.8
1,5,1,1,14,0,"10100.jpg",3,2,1,0,0,200,28356,2,3.5,3,1.5,0.6
1,5,1,1,15,0,"01011.jpg",2,2,0,1,1,300,4583,2,3.5,3,1.5,0.64
1,5,1,1,16,0,"00011.jpg",2,2,0,1,1,400,2656,2,3.5,3,1.5,0.68
1,5,1,1,17,0,"00011.jpg",2,2,0,1,1,500,1768,2,3.5,3,1.5,0.76
1,5,1,1,18,0,"00001.jpg",1,2,0,0,0,400,2889,2,3.5,3,1.5,0.6
1,5,1,1,19,0,"11000.jpg",1,1,0,0,1,500,14270,2,3.5,3,1.5,0.72
1,5,1,1,20,0,"10010.jpg",2,2,0,1,1,600,7291,2,3.5,3,1.5,0.56
1,5,1,1,21,0,"01100.jpg",1,1,0,0,1,700,8783,2,3.5,3,1.5,0.56
1,5,1,1,22,0,"01010.jpg",2,2,0,1,1,800,3546,2,3.5,3,1.5,0.68
1,5,1,1,23,0,"01101.jpg",1,1,0,0,1,900,3411,2,3.5,3,1.5,0.76
1,5,1,1,24,0,"11011.jpg",2,2,0,1,1,1000,23148,2,3.5,3,1.5,0.6
1,5,1,1,25,0,"11110.jpg",4,4,1,1,1,1100,11686,2,3.5,3,1.5,0.72
1,5,1,1,26,0,"11000.jpg",1,1,0,0,1,1200,9402,2,3.5,3,1.5,0.64
1,5,1,1,27,0,"00100.jpg",1,1,0,0,1,1300,4011,2,3.5,3,1.5,0.72
1,5,1,1,28,0,"00110.jpg",2,2,0,1,1,1400,2251,2,3.5,3,1.5,0.6
1,5,1,1,29,0,"11100.jpg",3,3,1,0,1,1500,9162,2,3.5,3,1.5,0.8
1,5,1,1,30,0,"01000.jpg",1,1,0,0,1,1600,1877,2,3.5,3,1.5,0.72
1,5,1,1,31,0,"10100.jpg",3,3,1,0,1,1700,11355,2,3.5,3,1.5,0.64
1,5,1,1,32,0,"00110.jpg",2,2,0,1,1,1800,34565,2,3.5,3,1.5,0.64
1,5,1,2,33,0,"00100.jpg",1,1,0,0,1,1900,4207,2,3.5,3,1.5,0.68
1,5,1,2,34,0,"00111.jpg",2,2,0,1,1,2000,6481,2,3.5,3,1.5,0.76
1,5,1,2,35,0,"11010.jpg",2,2,0,1,1,2100,4373,2,3.5,3,1.5,0.8
1,5,1,2,36,0,"01001.jpg",1,1,0,0,1,2200,2663,2,3.5,3,1.5,0.84
1,5,1,2,37,0,"01111.jpg",2,2,0,1,1,2300,2989,2,3.5,3,1.5,0.8
1,5,1,2,38,0,"11110.jpg",4,4,1,1,1,2400,4294,2,3.5,3,1.5,0.76
1,5,1,2,39,0,"10111.jpg",4,4,1,1,1,2500,10186,2,3.5,3,1.5,0.72
1,5,1,2,40,0,"10011.jpg",2,2,0,1,1,2600,12083,2,3.5,3,1.5,0.92
1,5,1,2,41,0,"10011.jpg",2,2,0,1,1,2700,1887,2,3.5,3,1.5,0.84
1,5,1,2,42,0,"10111.jpg",4,4,1,1,1,2800,3629,2,3.5,3,1.5,0.84
1,5,1,2,43,0,"01010.jpg",2,2,0,1,1,2900,2347,2,3.5,3,1.5,0.76
1,5,1,2,44,0,"00000.jpg",1,1,0,0,1,3000,3287,2,3.5,3,1.5,0.84
1,5,1,2,45,0,"11001.jpg",1,1,0,0,1,3100,2515,2,3.5,3,1.5,0.72
1,5,1,2,46,0,"01110.jpg",2,2,0,1,1,3200,8752,2,3.5,3,1.5,0.88
1,5,1,2,47,0,"00001.jpg",1,1,0,0,1,3300,2841,2,3.5,3,1.5,0.8
1,5,1,2,48,0,"11111.jpg",4,4,1,1,1,3400,4249,2,3.5,3,1.5,0.88
1,5,1,2,49,0,"00001.jpg",1,1,0,0,1,3500,1759,2,3.5,3,1.5,0.92
1,5,1,2,50,0,"01110.jpg",2,2,0,1,1,3600,2593,2,3.5,3,1.5,0.88
1,5,1,2,51,0,"00111.jpg",2,2,0,1,1,3700,2194,2,3.5,3,1.5,0.8
1,5,1,2,52,0,"01110.jpg",2,2,0,1,1,3800,2034,2,3.5,3,1.5,0.76
1,5,1,2,53,0,"11010.jpg",2,2,0,1,1,3900,2666,2,3.5,3,1.5,0.84
1,5,1,2,54,0,"10000.jpg",1,1,0,0,1,4000,1864,2,3.5,3,1.5,0.88
1,5,1,2,55,0,"10001.jpg",1,1,0,0,1,4100,1807,2,3.5,3,1.5,0.88
1,5,1,2,56,0,"00010.jpg",2,2,0,1,1,4200,1519,2,3.5,3,1.5,0.8
1,5,1,2,57,0,"00101.jpg",1,1,0,0,1,4300,5083,2,3.5,3,1.5,0.8
1,5,1,2,58,0,"11001.jpg",1,1,0,0,1,4400,2991,2,3.5,3,1.5,0.8
1,5,1,2,59,0,"01011.jpg",2,2,0,1,1,4500,2906,2,3.5,3,1.5,0.88
1,5,1,2,60,0,"11111.jpg",4,4,1,1,1,4600,4991,2,3.5,3,1.5,0.68
1,5,1,2,61,0,"00110.jpg",2,2,0,1,1,4700,1910,2,3.5,3,1.5,0.92
1,5,1,2,62,0,"11101.jpg",3,3,1,0,1,4800,4546,2,3.5,3,1.5,0.76
1,5,1,2,63,0,"01100.jpg",1,1,0,0,1,4900,3239,2,3.5,3,1.5,0.96
1,5,1,2,64,0,"10110.jpg",4,4,1,1,1,5000,2517,2,3.5,3,1.5,0.88
1,5,1,3,65,0,"10011.jpg",2,2,0,1,1,5100,5159,2,3.5,3,1.5,0.92
1,5,1,3,66,0,"01001.jpg",1,1,0,0,1,5200,2642,2,3.5,3,1.5,0.88
1,5,1,3,67,0,"00100.jpg",1,1,0,0,1,5300,2696,2,3.5,3,1.5,0.88
1,5,1,3,68,0,"01010.jpg",2,2,0,1,1,5400,1862,2,3.5,3,1.5,0.84
1,5,1,3,69,0,"00000.jpg",1,1,0,0,1,5500,1604,2,3.5,3,1.5,0.84
1,5,1,3,70,0,"10001.jpg",1,1,0,0,1,5600,1932,2,3.5,3,1.5,0.88
1,5,1,3,71,0,"11011.jpg",2,2,0,1,1,5700,2945,2,3.5,3,1.5,0.84
1,5,1,3,72,0,"10101.jpg",3,3,1,0,1,5800,5138,2,3.5,3,1.5,0.84
1,5,1,3,73,0,"11110.jpg",4,4,1,1,1,5900,3239,2,3.5,3,1.5,0.88
1,5,1,3,74,0,"11100.jpg",3,3,1,0,1,6000,2295,2,3.5,3,1.5,0.92
1,5,1,3,75,0,"10111.jpg",4,4,1,1,1,6100,4122,2,3.5,3,1.5,0.96
1,5,1,3,76,0,"01101.jpg",1,1,0,0,1,6200,2157,2,3.5,3,1.5,0.88
1,5,1,3,77,0,"00000.jpg",1,1,0,0,1,6300,1823,2,3.5,3,1.5,0.88
1,5,1,3,78,0,"00101.jpg",1,1,0,0,1,6400,1952,2,3.5,3,1.5,0.88
1,5,1,3,79,0,"10010.jpg",2,2,0,1,1,6500,3051,2,3.5,3,1.5,0.88
1,5,1,3,80,0,"11011.jpg",2,2,0,1,1,6600,1721,2,3.5,3,1.5,0.96
1,5,1,3,81,0,"01101.jpg",1,1,0,0,1,6700,3349,2,3.5,3,1.5,0.76
1,5,1,3,82,0,"01001.jpg",1,1,0,0,1,6800,2879,2,3.5,3,1.5,0.96
1,5,1,3,83,0,"01000.jpg",1,1,0,0,1,6900,1317,2,3.5,3,1.5,0.96
1,5,1,3,84,0,"01111.jpg",2,2,0,1,1,7000,5562,2,3.5,3,1.5,0.88
1,5,1,3,85,0,"01000.jpg",1,1,0,0,1,7100,2027,2,3.5,3,1.5,0.84
1,5,1,3,86,0,"11001.jpg",1,1,0,0,1,7200,5667,2,3.5,3,1.5,0.96
1,5,1,3,87,0,"10001.jpg",1,1,0,0,1,7300,1857,2,3.5,3,1.5,0.92
1,5,1,3,88,0,"00010.jpg",2,2,0,1,1,7400,2153,2,3.5,3,1.5,1
1,5,1,3,89,0,"00101.jpg",1,1,0,0,1,7500,5370,2,3.5,3,1.5,0.88
1,5,1,3,90,0,"10110.jpg",4,4,1,1,1,7600,3445,2,3.5,3,1.5,0.92
1,5,1,3,91,0,"00011.jpg",2,2,0,1,1,7700,2051,2,3.5,3,1.5,0.84
1,5,1,3,92,0,"11100.jpg",3,3,1,0,1,7800,3577,2,3.5,3,1.5,0.92
1,5,1,3,93,0,"00010.jpg",2,2,0,1,1,7900,2148,2,3.5,3,1.5,0.84
1,5,1,3,94,0,"00111.jpg",2,2,0,1,1,8000,4093,2,3.5,3,1.5,0.92
1,5,1,3,95,0,"01011.jpg",2,2,0,1,1,8100,1594,2,3.5,3,1.5,0.92
1,5,1,3,96,0,"10110.jpg",4,4,1,1,1,8200,2196,2,3.5,3,1.5,0.92
1,5,1,0,97,1,"11011pt.jpg",2,1,0,1,0,8200,14047,2,3.5,3,1.5,0.52
1,5,1,0,98,1,"10101pt.jpg",3,4,1,0,0,8200,21811,2,3.5,3,1.5,0.68
1,5,1,0,99,1,"11111pt.jpg",4,3,1,1,0,8200,16712,2,3.5,3,1.5,0.52
1,5,1,0,100,1,"00101pt.jpg",1,2,0,0,0,8200,8850,2,3.5,3,1.5,0.68
1,5,1,0,101,1,"01010pt.jpg",2,2,0,1,1,8200,5349,2,3.5,3,1.5,0.68
1,5,1,0,102,1,"00111pt.jpg",2,1,0,1,0,8200,26565,2,3.5,3,1.5,0.6
1,5,1,0,103,1,"11110pt.jpg",4,4,1,1,1,8200,11988,2,3.5,3,1.5,0.68
1,5,1,0,104,1,"01000pt.jpg",1,2,0,0,0,8200,5179,2,3.5,3,1.5,0.76
1,6,1,1,1,0,"10110.jpg",4,3,1,1,0,-100,28755,2.5,3.5,1.5,1,0.28
1,6,1,1,2,0,"00000.jpg",1,2,0,0,0,-200,23915,2.5,3.5,1.5,1,0.24
1,6,1,1,3,0,"11111.jpg",4,4,1,1,1,-100,23599,2.5,3.5,1.5,1,0.68
1,6,1,1,4,0,"10010.jpg",2,3,0,1,0,-200,11045,2.5,3.5,1.5,1,0.48
1,6,1,1,5,0,"11011.jpg",2,4,0,1,0,-300,3588,2.5,3.5,1.5,1,0.32
